Player,Season,Age,Tm,Lg,WS,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP
Jeff Teague,2018-19,30,MIN,NBA,2.2,42,41,1264,15.4,0.252,0.368,1.3,7.7,4.5,37.6,1.6,1.2,16.7,19.3,112,116,1.7,0.5,0.085,0,-2.4,-2.4,-0.1
Garrett Temple,2018-19,32,TOT,NBA,2.2,75,55,2040,8.5,0.535,0.217,1.5,10.2,5.8,7.4,1.8,1.4,11.5,13.2,103,111,0.3,2,0.052,-1.7,0.6,-1.2,0.4
Garrett Temple,2016-17,30,SAC,NBA,2.2,65,21,1728,11.2,0.509,0.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,106,111,0.9,1.3,0.061,-0.3,0.6,0.3,1
T.J. Warren,2015-16,22,PHO,NBA,2.2,47,4,1070,15.7,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,112,110,1.7,0.6,0.101,0.2,-1.3,-1.2,0.2
Alex Abrines,2016-17,23,OKC,NBA,2.1,68,6,1055,10.1,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,113,110,1.2,0.9,0.096,-0.3,-2.2,-2.5,-0.1
Leandro Barbosa,2015-16,33,GSW,NBA,2.1,68,0,1079,11.7,0.297,0.168,3,8.4,5.8,10.6,2,0.7,11.8,18.1,106,106,0.9,1.2,0.092,-1.2,-0.9,-2.1,0
Kent Bazemore,2016-17,27,ATL,NBA,2.1,73,64,1963,11.5,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,97,106,-0.6,2.8,0.052,-2,1.2,-0.8,0.6
Steve Blake,2014-15,34,POR,NBA,2.1,81,0,1529,9.5,0.67,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,103,107,0.7,1.4,0.066,-1.2,-0.9,-2.1,0
Matt Bonner,2014-15,34,SAS,NBA,2.1,72,19,935,10.1,0.548,0.161,3.6,10.2,7,7.1,0.5,1,4.3,12.5,116,107,1.3,0.9,0.11,-0.2,-0.7,-0.9,0.3
Sterling Brown,2018-19,23,MIL,NBA,2.1,58,7,1034,10.9,0.471,0.135,3,14.4,9,10.7,1.1,0.7,12.2,15.2,109,108,0.7,1.4,0.098,-1.6,0,-1.6,0.1
Trey Burke,2015-16,23,UTA,NBA,2.1,64,0,1366,14,0.404,0.129,1.5,8,4.8,19.7,1.4,0.4,10.7,25.3,102,108,0.9,1.2,0.074,0.4,-2.5,-2,0
Tyson Chandler,2018-19,36,TOT,NBA,2.1,55,6,875,11.2,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,120,108,0.9,1.2,0.114,-3.1,1.8,-1.3,0.2
Jordan Clarkson,2015-16,23,LAL,NBA,2.1,79,79,2552,14.3,0.291,0.186,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,103,114,1.7,0.4,0.039,0.6,-2,-1.4,0.4
Dante Cunningham,2015-16,28,NOP,NBA,2.1,80,46,1971,8.6,0.422,0.199,3.1,10.4,6.6,5.6,1.1,1.4,8.4,11,109,112,1.5,0.7,0.052,-1.1,-0.1,-1.2,0.4
Bryn Forbes,2017-18,24,SAS,NBA,2.1,80,12,1517,9.1,0.459,0.145,0.9,7.2,4,7.8,0.9,0.1,6.5,16.7,106,110,0.8,1.3,0.067,-1.2,-1.9,-3.1,-0.4
Evan Fournier,2014-15,22,ORL,NBA,2.1,58,32,1661,12.4,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,105,111,1.5,0.6,0.059,0.2,-2.3,-2.1,-0.1
Channing Frye,2014-15,31,ORL,NBA,2.1,75,51,1870,9.5,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,101,108,0.7,1.4,0.053,-0.9,0,-0.9,0.5
Eric Gordon,2015-16,27,NOP,NBA,2.1,45,44,1481,13.5,0.533,0.226,0.7,6.9,3.7,12.7,1.4,0.8,10.7,20.3,108,113,1.7,0.4,0.069,1.6,-2.2,-0.6,0.5
Jerami Grant,2015-16,21,PHI,NBA,2.1,77,52,2066,12.6,0.244,0.538,5,14.3,9.5,10.4,1.3,4.7,12.9,18,100,108,0.5,1.6,0.05,-2.6,1.3,-1.3,0.4
Gerald Green,2017-18,32,HOU,NBA,2.1,41,2,929,14.1,0.722,0.145,1.8,14.2,8.1,4.3,1.3,1.4,6.6,22.4,109,108,1,1,0.107,0.5,-2.4,-1.9,0
Justin Hamilton,2016-17,26,BRK,NBA,2.1,64,7,1177,13.6,0.475,0.137,6.5,17,11.8,7.3,1.2,2.8,9.7,16.2,109,110,1,1,0.084,-0.9,0.2,-0.8,0.4
Josh Hart,2018-19,23,LAL,NBA,2.1,67,22,1715,9.3,0.591,0.172,2.2,12.6,7.5,7,1.7,1.9,10.4,13.5,103,110,0.2,1.9,0.059,-1.8,1.1,-0.7,0.6
Solomon Hill,2015-16,24,IND,NBA,2.1,59,3,866,12.2,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1,12.7,13.2,110,103,0.8,1.3,0.117,-1.3,1.3,0,0.4
Justin Holiday,2018-19,29,TOT,NBA,2.1,82,77,2607,10,0.598,0.136,1.9,11.9,6.8,8.1,2.3,1.2,11.2,15.7,100,111,-0.4,2.5,0.038,-1.3,0.6,-0.8,0.8
Richard Jefferson,2016-17,36,CLE,NBA,2.1,79,13,1614,8.3,0.542,0.315,2,11.6,6.9,6.6,0.8,0.5,11.8,12.2,111,113,1.3,0.8,0.063,-1.4,-1,-2.4,-0.2
Jonas Jerebko,2016-17,29,BOS,NBA,2.1,78,6,1232,9.3,0.496,0.141,5.4,19.1,12.3,8.1,1,1.1,12.3,11.4,109,109,0.8,1.3,0.08,-2.4,0.3,-2.1,0
Carl Landry,2015-16,32,PHI,NBA,2.1,36,12,569,22.4,0.052,0.364,9.1,19.2,14,11.1,1,1.2,7.1,24,120,110,1.8,0.3,0.176,1.5,-2.3,-0.7,0.2
Jeremy Lin,2018-19,30,TOT,NBA,2.1,74,4,1436,13.5,0.346,0.388,1.6,11.7,6.6,23.4,1.5,0.8,16.4,21.8,108,114,1.2,0.9,0.07,-1.1,-1.8,-2.9,-0.3
Jeremy Lin,2016-17,28,BRK,NBA,2.1,36,33,883,19.2,0.39,0.353,1.3,14.7,8.1,35.5,2.3,1.2,15.7,26.6,109,109,1.3,0.8,0.116,2.5,-0.4,2.2,0.9
Ian Mahinmi,2014-15,28,IND,NBA,2.1,61,6,1146,10.8,0,0.481,10.2,24,17.2,4.4,1.3,3.1,18.7,12.5,98,100,0.1,2,0.09,-3.8,2.6,-1.2,0.2
Alfonzo McKinnie,2018-19,26,GSW,NBA,2.1,72,5,1003,11.2,0.429,0.175,9,16.9,13.1,4,0.9,1.3,9.2,13.9,116,111,1.2,0.9,0.1,-0.9,-1.5,-2.5,-0.1
Ivan Rabb,2018-19,21,MEM,NBA,2.1,49,13,721,16.1,0.071,0.325,10.7,21.5,16,12,1.2,1.8,12.6,17.2,117,109,1.2,0.9,0.137,-1.3,0.7,-0.6,0.2
Andre Roberson,2014-15,23,OKC,NBA,2.1,67,65,1286,9.1,0.423,0.239,5.1,16,10.6,7.4,2.1,1.8,17.2,9,104,104,0.5,1.6,0.079,-1.8,2.1,0.3,0.7
Henry Sims,2014-15,24,PHI,NBA,2.1,73,32,1399,14.5,0.044,0.273,8.9,19.4,13.9,10.7,1.4,1.7,15,20.6,100,105,0.5,1.5,0.072,-3.3,-0.1,-3.4,-0.5
Jason Terry,2016-17,39,MIL,NBA,2.1,74,0,1365,9.1,0.704,0.119,1.3,7.7,4.5,9.9,1.7,1.3,12.3,9.8,116,112,1.2,0.9,0.075,-0.5,-0.6,-1.1,0.3
Dion Waiters,2015-16,24,OKC,NBA,2.1,78,15,2152,9.4,0.34,0.222,1.9,8,5.1,10,1.9,0.5,13.4,17.7,99,108,0.3,1.8,0.046,-1.5,-0.6,-2.1,-0.1
T.J. Warren,2018-19,25,PHO,NBA,2.1,43,36,1360,16.3,0.295,0.203,2.5,11.8,7.1,7.7,1.8,1.8,7.2,22.7,111,116,1.6,0.5,0.074,0.1,-1.8,-1.7,0.1
Andrew Wiggins,2014-15,19,MIN,NBA,2.1,82,82,2969,13.9,0.111,0.41,5,9.5,7.2,9.8,1.5,1.3,11.7,22.6,103,114,2.1,0,0.034,-0.5,-1.8,-2.3,-0.2
Andrew Wiggins,2017-18,22,MIN,NBA,2.1,82,82,2979,13,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,101,113,0.5,1.6,0.034,-1.1,-1.4,-2.5,-0.4
Alan Williams,2016-17,24,PHO,NBA,2.1,47,0,708,19.5,0.004,0.419,14,31.2,22.4,5.2,1.8,3.7,10.5,20.9,113,106,1.1,0.9,0.142,-1.8,0.1,-1.7,0.1
Derrick Williams,2014-15,23,SAC,NBA,2.1,74,6,1462,12.8,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,108,112,1.7,0.4,0.069,-0.5,-2.7,-3.2,-0.5
Mo Williams,2014-15,32,TOT,NBA,2.1,68,33,1980,15.4,0.405,0.217,1.2,8.9,4.9,37.4,1.2,0.6,15.4,25.2,102,112,1.6,0.6,0.052,2.1,-3.5,-1.3,0.3
OG Anunoby,2018-19,21,TOR,NBA,2,67,6,1352,9.8,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,104,109,0.3,1.7,0.07,-1.3,0.1,-1.2,0.3
Lonzo Ball,2017-18,20,LAL,NBA,2,52,50,1780,12.5,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2,18.6,17.4,97,106,-0.5,2.5,0.053,-0.8,2.5,1.7,1.7
Matt Barnes,2016-17,36,TOT,NBA,2,74,18,1777,10.3,0.556,0.188,4.6,19.7,12.3,15.7,1.3,1.3,17.3,15.6,102,109,0.3,1.7,0.053,-1.2,0.6,-0.6,0.6
Bismack Biyombo,2018-19,26,CHO,NBA,2,54,32,783,14.4,0,0.583,11,23.3,17,5.9,0.7,4.6,14.8,12.7,121,110,1.2,0.8,0.125,-2.5,1.5,-1.1,0.2
Devin Booker,2016-17,20,PHO,NBA,2,78,78,2730,14.6,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,103,116,1.3,0.6,0.035,0.4,-2.7,-2.3,-0.2
Robert Covington,2015-16,25,PHI,NBA,2,67,49,1903,13.2,0.677,0.249,3.6,20.9,12,8.4,2.7,1.6,15.3,21.5,97,106,-0.1,2.1,0.05,-0.2,0,-0.2,0.9
Tim Frazier,2018-19,28,TOT,NBA,2,59,19,1120,11.7,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,114,114,1.3,0.7,0.084,-1,-1.3,-2.3,-0.1
Gerald Henderson,2016-17,29,PHI,NBA,2,72,41,1667,10.8,0.313,0.298,2.2,10,6.1,10.5,1.2,0.7,9,17.9,106,112,1,1,0.059,-1.8,-1.3,-3.1,-0.5
Gerald Henderson,2015-16,28,POR,NBA,2,72,0,1431,12.9,0.257,0.276,2.3,13.7,8,8.2,1.4,1,10.3,20.2,104,109,1,1,0.068,-1.9,-1.4,-3.3,-0.5
Brandon Ingram,2018-19,21,LAL,NBA,2,52,52,1760,13.4,0.129,0.396,2.5,13,7.8,12.9,0.7,1.4,13.1,23.2,104,112,0.6,1.4,0.055,-2.2,-0.6,-2.8,-0.3
Reggie Jackson,2017-18,27,DET,NBA,2,45,45,1201,15.9,0.293,0.232,2.6,9,5.7,32.8,1.1,0.3,13.5,27.1,105,111,1.1,0.9,0.078,0.8,-2.3,-1.5,0.2
Tyler Johnson,2015-16,23,MIA,NBA,2,36,5,863,13.8,0.292,0.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,111,107,1.2,0.9,0.113,0.4,0,0.4,0.5
Shaun Livingston,2018-19,33,GSW,NBA,2,64,0,967,11.7,0.01,0.243,4.9,7.9,6.5,14.8,1.5,2.3,14.1,12,118,112,1.2,0.9,0.101,-1.9,0.5,-1.5,0.1
Shelvin Mack,2017-18,27,ORL,NBA,2,69,3,1365,13.3,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,106,111,1,1,0.069,-1.2,-1.2,-2.4,-0.1
Thon Maker,2018-19,21,TOT,NBA,2,64,5,972,11.3,0.571,0.313,4.5,17.4,11,6.3,1,4.4,9.8,14.8,108,106,0.5,1.5,0.099,-2.4,1.7,-0.7,0.3
Jodie Meeks,2017-18,30,WAS,NBA,2,77,0,1119,12.4,0.534,0.298,1.5,11.2,6.4,9.1,1.3,0.3,7.7,19,111,112,1.3,0.8,0.087,-0.4,-2.5,-2.8,-0.2
Shabazz Muhammad,2014-15,22,MIN,NBA,2,38,13,866,19.9,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,113,115,2.1,-0.1,0.11,2,-3.8,-1.8,0
Shabazz Napier,2018-19,27,BRK,NBA,2,56,2,983,15.3,0.524,0.317,1.9,8.7,5.3,22.2,2,1.3,11.7,24,109,110,1,1,0.098,0.5,-1.1,-0.7,0.3
Jusuf Nurkic,2016-17,22,TOT,NBA,2,65,48,1391,17.5,0.002,0.393,12.3,24.8,18.6,13.9,1.8,4.2,18.6,23.9,101,107,0.2,1.8,0.068,-2.3,2.2,-0.2,0.6
Kelly Oubre,2016-17,21,WAS,NBA,2,79,5,1605,9.1,0.425,0.224,4.3,14,9.2,4,1.8,0.9,9.3,14.6,104,110,0.6,1.5,0.061,-1.8,-0.5,-2.3,-0.1
Brandon Rush,2015-16,30,GSW,NBA,2,72,25,1055,10.1,0.604,0.108,2.3,15.4,9.2,7,0.9,1.6,10.8,12.5,108,106,0.8,1.2,0.09,-1.2,-0.2,-1.3,0.2
Iman Shumpert,2016-17,26,CLE,NBA,2,76,31,1937,9,0.534,0.184,2.3,9.9,6.2,7.8,1.6,1.1,12.9,14,104,112,0.7,1.4,0.05,-1.3,0,-1.3,0.3
Jonathon Simmons,2016-17,27,SAS,NBA,2,78,8,1392,9.9,0.242,0.314,1.7,11.1,6.5,13.2,1.7,1.5,13.7,18,100,105,-0.1,2.1,0.068,-2.8,0.9,-1.9,0
Jonathon Simmons,2015-16,26,SAS,NBA,2,55,2,813,11.9,0.194,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,106,102,0.7,1.3,0.119,-1.1,0.2,-1,0.2
Kyle Singler,2014-15,26,TOT,NBA,2,80,58,1743,8.5,0.54,0.117,2,10.2,6,7.3,1.4,1,10.5,13.2,104,109,0.9,1.2,0.056,-1.3,-0.3,-1.6,0.2
Donald Sloan,2014-15,27,IND,NBA,2,53,21,1107,13.1,0.369,0.217,1.2,13,7.1,27.5,1.1,0,14.3,18.6,104,106,0.9,1.1,0.085,-0.4,-1,-1.4,0.2
Donald Sloan,2015-16,28,BRK,NBA,2,61,33,1318,13.9,0.283,0.297,1.4,13.5,7.4,30,1.2,0.2,16.8,16.1,110,113,1.7,0.3,0.071,-0.3,-2.1,-2.4,-0.1
Rodney Stuckey,2015-16,29,IND,NBA,2,58,1,1275,12.6,0.187,0.357,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,101,105,0.5,1.5,0.077,-2.1,-0.3,-2.5,-0.2
Evan Turner,2018-19,30,POR,NBA,2,73,2,1605,11.6,0.117,0.239,2.5,18.9,10.9,23.6,1,0.9,18.9,15.9,105,111,0.5,1.5,0.06,-2.5,0.7,-1.8,0.1
Taurean Waller-Prince,2017-18,23,ATL,NBA,2,82,82,2464,12.8,0.469,0.185,2.3,15.3,8.8,13.9,1.7,1.5,15.3,22.1,100,111,0,2,0.038,-0.7,0,-0.7,0.8
Ante Zizic,2018-19,22,CLE,NBA,2,59,25,1082,16.2,0,0.399,10.6,22.8,16.4,7.7,0.6,1.8,13.6,18.2,116,117,1.7,0.3,0.087,-1.7,-1.4,-3.1,-0.3
Al-Farouq Aminu,2016-17,26,POR,NBA,1.9,61,25,1773,11.3,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2,15.2,15.4,100,108,-0.1,2,0.051,-2.3,1.2,-1.1,0.4
Justin Anderson,2016-17,23,TOT,NBA,1.9,75,10,1228,13.9,0.442,0.294,6.2,16.9,11.4,8.8,1.7,1.6,11.7,20.9,104,108,0.6,1.3,0.074,-1.2,-0.3,-1.6,0.1
Nemanja Bjelica,2015-16,27,MIN,NBA,1.9,60,0,1075,11.2,0.532,0.234,5.4,17.2,11.4,11.4,1.2,1.6,15.3,12.8,114,110,1.4,0.6,0.087,0.5,-0.2,0.3,0.6
Devin Booker,2015-16,19,PHO,NBA,1.9,76,51,2108,11.9,0.333,0.295,1.4,8.4,4.8,15.8,1,0.8,14,23,102,112,1.2,0.7,0.043,-0.6,-2.4,-3.1,-0.6
Trey Burke,2018-19,26,TOT,NBA,1.9,58,8,1125,16.5,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,110,116,1.4,0.5,0.081,0.7,-3.2,-2.5,-0.1
Alec Burks,2017-18,26,UTA,NBA,1.9,64,1,1059,13.1,0.343,0.3,2.1,18.4,10.3,10,1.8,0.6,11.4,22.5,102,105,0.2,1.6,0.084,-2.5,-0.3,-2.8,-0.2
Vince Carter,2018-19,42,ATL,NBA,1.9,76,9,1330,11.8,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,112,115,1.2,0.7,0.07,-0.2,-1.4,-1.6,0.1
Wendell Carter,2018-19,19,CHI,NBA,1.9,44,44,1110,15.2,0.086,0.302,8.4,21.8,15,10.7,1.1,4.5,13.4,19.1,107,110,0.7,1.2,0.08,-2.4,1.8,-0.5,0.4
Jamal Crawford,2016-17,36,LAC,NBA,1.9,82,1,2157,12,0.37,0.233,0.9,5.7,3.3,15.2,1.4,0.5,12.3,22.7,102,112,0.5,1.4,0.043,-1,-2.1,-3,-0.6
Dante Cunningham,2018-19,31,SAS,NBA,1.9,64,21,928,10.2,0.411,0.114,5.7,16.3,11,6.8,1.4,1.2,11.7,8.9,121,111,1,0.9,0.097,-1,0.8,-0.1,0.4
Matthew Dellavedova,2014-15,24,CLE,NBA,1.9,67,13,1380,8.5,0.544,0.124,3.1,7.3,5.2,21.1,0.9,0.1,15.9,12.6,109,111,1.4,0.5,0.067,-0.6,-2,-2.6,-0.2
Cheick Diallo,2017-18,21,NOP,NBA,1.9,52,0,581,17,0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12,17.4,118,105,1.1,0.8,0.157,-2.8,-0.3,-3.1,-0.2
Joey Dorsey,2014-15,31,HOU,NBA,1.9,69,17,854,11.1,0.007,0.572,13.3,22.7,18,4.4,2.3,2.3,18.4,11.3,103,100,0.4,1.5,0.108,-3.5,2.1,-1.4,0.1
Joel Embiid,2016-17,22,PHI,NBA,1.9,31,31,786,24.1,0.228,0.569,8.5,25.6,17,16,1.7,7.7,17.9,36,103,102,0.5,1.5,0.117,0,3.2,3.1,1
James Ennis,2014-15,24,MIA,NBA,1.9,62,3,1051,11.5,0.385,0.381,6,14,10.1,7.2,1.3,1.4,11.9,14.6,110,108,1.2,0.8,0.088,-0.9,-0.6,-1.5,0.1
Raymond Felton,2016-17,32,LAC,NBA,1.9,80,11,1700,10.9,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,101,109,0.2,1.8,0.055,-1.8,0.8,-1,0.4
Yogi Ferrell,2018-19,25,SAC,NBA,1.9,71,3,1067,12.7,0.423,0.19,1.2,9.5,5.3,17,1.6,0.3,9.5,16.3,114,114,1.3,0.6,0.087,-0.5,-1.8,-2.3,-0.1
Kevin Garnett,2014-15,38,TOT,NBA,1.9,47,47,952,15.2,0.023,0.147,5.7,31.1,18.3,13.1,2.5,1.4,12.4,17.8,101,101,0.4,1.5,0.096,-2.6,2.4,-0.2,0.4
Alonzo Gee,2015-16,28,NOP,NBA,1.9,73,38,1632,8.4,0.235,0.259,3.9,13,8.3,6.2,1.9,0.7,16.2,9.2,108,110,1,0.9,0.056,-1.8,1,-0.8,0.5
Gerald Green,2014-15,29,PHO,NBA,1.9,74,4,1446,15.4,0.497,0.154,2.5,11.7,7,10.9,1.4,0.6,11.1,28.4,101,108,1,1,0.065,0.8,-3.3,-2.4,-0.2
Gerald Green,2018-19,33,HOU,NBA,1.9,73,0,1473,11.4,0.763,0.118,2.2,11.7,6.8,4.1,1.1,1.6,8.3,19.5,107,113,0.9,1,0.061,-0.8,-2.6,-3.4,-0.5
Tim Hardaway,2015-16,23,ATL,NBA,1.9,51,1,864,11.7,0.536,0.211,0.9,9.8,5.4,8.9,1.2,0.6,7.4,16.2,110,106,0.9,1,0.105,-0.9,-1.2,-2.1,0
Spencer Hawes,2015-16,27,CHO,NBA,1.9,57,6,1035,12.4,0.333,0.212,5.3,20.6,12.9,16.3,1.1,2.1,14.8,17.1,103,104,0.6,1.4,0.09,-1.9,1.3,-0.6,0.4
Wesley Iwundu,2018-19,24,ORL,NBA,1.9,68,13,1233,8.7,0.288,0.376,3.2,13,8,7.9,1.1,1.5,12.1,12.8,107,110,0.5,1.4,0.073,-3.4,0.7,-2.7,-0.2
Reggie Jackson,2016-17,26,DET,NBA,1.9,52,50,1424,14.9,0.272,0.201,1.5,7.4,4.4,30.3,1.2,0.3,13.4,26.4,103,110,0.8,1.2,0.065,0.6,-2,-1.4,0.2
Robin Lopez,2017-18,29,CHI,NBA,1.9,64,64,1690,14.7,0.022,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,106,114,1.2,0.7,0.055,-1.7,-0.3,-1.9,0
Kevin Martin,2014-15,31,MIN,NBA,1.9,39,36,1302,16.7,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,107,115,2,-0.1,0.069,1.8,-3.9,-2.1,0
T.J. McConnell,2015-16,23,PHI,NBA,1.9,81,17,1606,14.5,0.192,0.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17,101,108,0.6,1.4,0.058,-1.7,-0.4,-2.1,0
Rodney McGruder,2018-19,27,MIA,NBA,1.9,66,45,1550,9.4,0.488,0.156,4.1,12.2,8.2,10.3,1.1,0.7,11.5,15.4,104,111,0.4,1.6,0.059,-1.9,-0.1,-2,0
Anthony Morrow,2015-16,30,OKC,NBA,1.9,68,6,926,10.7,0.613,0.117,1.2,5.8,3.6,3.7,1.2,0.4,4.6,16.9,114,110,1.4,0.5,0.097,0.5,-3.2,-2.7,-0.2
Mike Muscala,2014-15,23,ATL,NBA,1.9,40,8,502,18,0.146,0.166,12.2,14.8,13.5,8,1.6,3.2,11.5,16.7,120,103,1.2,0.7,0.179,0.8,0.9,1.7,0.5
Austin Rivers,2015-16,23,LAC,NBA,1.9,67,7,1464,11.1,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,101,107,0.6,1.3,0.063,-1.2,-1,-2.2,-0.1
Jonathon Simmons,2017-18,28,ORL,NBA,1.9,69,50,2029,12.7,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22,103,113,0.8,1.1,0.045,-1,-1.3,-2.3,-0.2
Marcus Smart,2017-18,23,BOS,NBA,1.9,54,11,1614,10.8,0.483,0.258,3,9.8,6.4,23.7,2.2,1.2,18.4,19.4,97,104,-0.6,2.5,0.056,-1.6,1.1,-0.5,0.6
Anderson Varejao,2014-15,32,CLE,NBA,1.9,26,26,636,17.7,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2,13.7,18.1,114,105,1.2,0.7,0.145,0,1,0.9,0.5
Shawne Williams,2014-15,28,TOT,NBA,1.9,63,22,1087,10.5,0.593,0.133,3.9,14,9,6.5,1.2,1.6,8.6,14.9,109,108,1.1,0.8,0.084,-0.2,-0.8,-1,0.3
Cody Zeller,2017-18,25,CHO,NBA,1.9,33,0,627,15.9,0.019,0.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,119,108,1.2,0.7,0.145,-0.6,1.3,0.7,0.4
Luke Babbitt,2016-17,27,MIA,NBA,1.8,68,55,1065,8.3,0.747,0.053,1.2,13.5,7.3,4.8,0.9,0.8,8,13,110,109,0.8,1,0.081,-1.1,-0.9,-1.9,0
Michael Beasley,2016-17,28,MIL,NBA,1.8,56,6,935,17.8,0.106,0.259,5,18.9,12,9.9,1.5,2.5,12.7,25.3,106,109,0.8,1,0.092,-1.7,-1.1,-2.9,-0.2
Khem Birch,2017-18,25,ORL,NBA,1.8,42,0,578,16.4,0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,123,108,1.2,0.6,0.15,-1.1,1.4,0.3,0.3
Jose Calderon,2017-18,36,CLE,NBA,1.8,57,32,914,11.3,0.524,0.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,122,115,1.5,0.3,0.095,0.1,-2,-1.9,0
Vince Carter,2015-16,39,MEM,NBA,1.8,60,3,1005,12.7,0.493,0.245,3.4,13.6,8.3,8.9,1.9,1.5,8.4,18.5,107,108,1,0.8,0.084,-0.1,-1.2,-1.2,0.2
Marquese Chriss,2016-17,19,PHO,NBA,1.8,82,75,1743,12.3,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,102,110,0.3,1.5,0.05,-1.6,0,-1.6,0.2
Jordan Clarkson,2018-19,26,CLE,NBA,1.8,81,0,2214,16.8,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,107,119,1.9,-0.1,0.039,1.5,-3.5,-2,0
Quinn Cook,2018-19,25,GSW,NBA,1.8,74,10,1059,13.1,0.456,0.059,2.3,13,7.9,15.2,0.9,0.2,10,20.2,110,113,1,0.8,0.082,-0.2,-2.7,-2.9,-0.2
Jared Dudley,2018-19,33,BRK,NBA,1.8,59,25,1220,7.8,0.632,0.192,2.9,10.4,6.7,9.2,1.4,1,14.2,10.4,110,111,0.6,1.2,0.07,-1.7,1,-0.7,0.4
Jared Dudley,2016-17,31,PHO,NBA,1.8,64,7,1362,10.6,0.587,0.188,2.4,15.9,9,12.5,1.5,0.9,16.3,13.8,109,113,1.1,0.7,0.064,-0.1,-0.1,-0.3,0.6
Yogi Ferrell,2016-17,23,TOT,NBA,1.8,46,29,1197,13.1,0.447,0.226,1.8,9.2,5.3,23.2,1.8,0.7,13.9,19.6,106,111,0.8,1,0.072,-0.1,-0.6,-0.7,0.4
Rudy Gay,2016-17,30,SAC,NBA,1.8,30,30,1013,17.9,0.256,0.312,4,17.5,10.8,14.1,2.2,2.3,12.8,25.8,105,109,0.8,1,0.087,0.3,0.4,0.7,0.7
Treveon Graham,2017-18,24,CHO,NBA,1.8,63,2,1050,9,0.439,0.267,4.3,8.3,6.2,7.8,1.5,0.2,9.9,11.3,114,112,1.1,0.7,0.08,-0.6,-0.3,-0.9,0.3
Tim Hardaway,2018-19,26,TOT,NBA,1.8,65,63,2057,13.6,0.48,0.278,1.7,9.8,5.7,12.8,1.3,0.3,8.6,25.4,105,116,1,0.9,0.043,0.5,-2.9,-2.4,-0.2
Juan Hernangomez,2016-17,21,DEN,NBA,1.8,62,9,842,13.4,0.504,0.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,117,112,1.2,0.6,0.104,-0.1,-1.2,-1.3,0.1
Willy Hernangomez,2017-18,23,TOT,NBA,1.8,48,1,495,21.2,0.073,0.549,13.3,27.2,20.2,10.5,1.8,2.7,14.7,21,117,106,1.1,0.7,0.174,0.1,0.8,0.9,0.4
